Took: 1.846112
Took: 1.130304
Took: 1.154176
Took: 1.167232
Took: 1.139328
Took: 1.634944
Took: 1.152896
Took: 1.141792
Took: 1.250112
Took: 1.185696
Took: 1.178528

Took: 2.153536
Took: 2.118784
Took: 1.643904
Took: 1.819008
Took: 1.644704
Took: 1.764224
Took: 1.784416
Took: 1.648736
Took: 1.660544
Took: 1.762624
Took: 1.626848

Took: 3.268672
Took: 3.598496
Took: 3.857152
Took: 3.226304
Took: 3.639584
Took: 2.472064
Took: 3.535328
Took: 2.655840
Took: 3.201120
Took: 2.719552
Took: 3.053312

Took: 4.817152
Took: 7.621024
Took: 4.157632
Took: 5.080832
Took: 4.208608
Took: 5.268640
Took: 4.275680
Took: 5.287968
Took: 5.066912
Took: 4.894496
Took: 4.254304

Took: 8.233312
Took: 7.859488
Took: 7.388960
Took: 8.504960
Took: 7.444640
Took: 8.605888
Took: 8.601152
Took: 8.089600
Took: 7.677024
Took: 7.733984
Took: 7.326496

Took: 13.334048
Took: 12.969920
Took: 14.048640
Took: 12.428128
Took: 12.453856
Took: 13.064032
Took: 12.721056
Took: 12.792352
Took: 12.491968
Took: 12.410784
Took: 12.364640

Took: 23.240032
Took: 23.028799
Took: 23.851583
Took: 23.263617
Took: 23.927423
Took: 23.332001
Took: 23.859072
Took: 23.176704
Took: 23.440191
Took: 23.440800
Took: 23.379936

